raw_affiliation,affiliation_name,wikidata
Rundfunk Berlin-Brandenburg,rundfunk berlin-brandenburg,http://www.wikidata.org/entity/Q19899
R.T.I. S.p.A. – Mediaset S.p.A,r.t.i. s.p.a. – mediaset s.p.a,http://www.wikidata.org/entity/Q184674
Eurokleis s.r.l,eurokleis s.r.l,
"Wuhan University of Technology,School of Information Engineering,Wuhan,China,430070",wuhan university of technology,http://www.wikidata.org/entity/Q832355
"Liuzhou Wuling Automobile Industry Co., Ltd,Technology Center,Liuzhou,China,545000",ltd,http://www.wikidata.org/entity/Q1517140
Beihang University Peng Cheng Laboratory,beihang university peng cheng laboratory,http://www.wikidata.org/entity/Q223416
Shenzhen Research Institute of Big Data,shenzhen research institute of big data,http://www.wikidata.org/entity/Q107518999
"Blekinge Institute of Technology,Karlskrona,Sweden,SE-37179",blekinge institute of technology,http://www.wikidata.org/entity/Q1163548
"The University of Alabama, Tuscaloosa, AL, 35487",the university of alabama,http://www.wikidata.org/entity/Q492318
"Key Laboratory of Intelligent Information Processing, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",key laboratory of intelligent information processing,http://www.wikidata.org/entity/Q36496
"School of Information Science and Technology, University of Science and Technology of China, Hefei, China",university of science and technology of china,http://www.wikidata.org/entity/Q1074103
"Univ. of Tsukuba, Tsukuba, Japan",university of tsukuba,http://www.wikidata.org/entity/Q743615
University of Western Australia,university of western australia,http://www.wikidata.org/entity/Q1517021
"TU Wien, Institute of Visual Computing and Human-Centered Technology, Vienna, Austria",institute of visual computing and human-centered technology,http://www.wikidata.org/entity/Q184674
"Stanford University,Department of Genetics,Stanford,CA,USA",stanford university,http://www.wikidata.org/entity/Q41506
"Stanford University,Department of Computer Science,Stanford,CA,USA",stanford university,http://www.wikidata.org/entity/Q41506
"University of California at Berkeley,Department of Computer Science,Berkeley,USA",university of california at berkeley,http://www.wikidata.org/entity/Q168756
Indiana University School of Medicine,indiana university school of medicine,http://www.wikidata.org/entity/Q2123017
"Naval Medical Center,Portsmouth",naval medical center,http://www.wikidata.org/entity/Q6981860
"Faculty of Electrical Engineering, Mathematics and Computer Science, University of Twente, P.O. Box 217, 7500 AE Enschede, The Netherlands",university of twente,http://www.wikidata.org/entity/Q1547084
ITWM Kaiserslautern,itwm kaiserslautern,https://www.wikidata.org/wiki/Q678965
"Philips Research Asia - Bangalore, Philips Innovation Campus, Nagavara, India",philips research asia - bangalore,http://www.wikidata.org/entity/Q556
"Cold Spring Harbor Laboratory: 1, Bungtown Road, NY 11724 USA",cold spring harbor laboratory: 1,http://www.wikidata.org/entity/Q223416
"FESB, Univ. of Split",university of split,http://www.wikidata.org/entity/Q609301
"Dept. of Electr. & Comput. Eng., Minnesota Univ., Minneapolis, MN, USA",minnesota university,http://www.wikidata.org/entity/Q238101
"Tianjin University,Division of Intelligence and Computing,P.R. China",tianjin university,http://www.wikidata.org/entity/Q2031560
"School of Naval Architecture Ocean and Energy Power Engineering, Wuhan University of Technology,Wuhan,China,430070",wuhan university of technology,http://www.wikidata.org/entity/Q832355
"Shanghai Research Institute of Materials,Hongkou Shanghai,China",shanghai research institute of materials,http://www.wikidata.org/entity/Q10867942
"Shanghai Polytechnic University,Faculty of Engineering,Pudong. Shanghai,China",shanghai polytechnic university,http://www.wikidata.org/entity/Q556
"Department of Mechanical Engineering, Politecnico di Milano, Italy",department of mechanical engineering,http://www.wikidata.org/entity/Q45132255
"Interdisciplinary graduate school of science and engineering, Tokyo Institute of Technology, Japan",tokyo institute of technology,http://www.wikidata.org/entity/Q587326
"The University of Tokyo,Graduate School of Frontier Sciences",the university of tokyo,http://www.wikidata.org/entity/Q7842
"Tokyo Institute of Technology,Institute of Innovative Research",tokyo institute of technology,http://www.wikidata.org/entity/Q587326
"National Tsing Hua University,Department of Computer Science",national tsing hua university,http://www.wikidata.org/entity/Q43406
"National Cheng Kung University,Department of Computer Science and Information Engineering",national cheng kung university,http://www.wikidata.org/entity/Q706708
CityChaser,citychaser,http://www.wikidata.org/entity/Q556
"Computing and Information Science Program, Rochester Institute of Technology (RIT), New York 14623, USA",rochester institute of technology (rit),http://www.wikidata.org/entity/Q556
"Software Engineering Department, Rochester Institute of Technology (RIT), New York 14623, USA",rochester institute of technology (rit),http://www.wikidata.org/entity/Q556
"Univ. Bourgogne-Franche-Comté,ImViA EA 7535,Dijon,France",university bourgogne-franche-comté,http://www.wikidata.org/entity/Q556
"Univ. Bourgogne-Franche-Comté,LEAD CNRS UMR 5022,Dijon,France",university bourgogne-franche-comté,http://www.wikidata.org/entity/Q556
"Design and Media Technology, Aalborg University, Copenhagen",aalborg university,http://www.wikidata.org/entity/Q601956
"Disney Research, UK",disney research,http://www.wikidata.org/entity/Q3030466
"Disney Research, CH",disney research,http://www.wikidata.org/entity/Q3030466
Korea Institute of Science and Technology,korea institute of science and technology,http://www.wikidata.org/entity/Q490163
Samsung,samsung,http://www.wikidata.org/entity/Q20718
Skoltech,skoltech,http://www.wikidata.org/entity/Q4422083
Samsung AI Research Center,samsung ai research center,http://www.wikidata.org/entity/Q556
"Department of Brain and Cognitive Engineering, Korea University, Seoul, Korea",korea university,http://www.wikidata.org/entity/Q39997
"Department of Biomedical Science, Korea University, Seoul, Korea",korea university,http://www.wikidata.org/entity/Q39997
"Faculty of Engineering, Yasar University, Izmir, Turkey",yasar university,http://www.wikidata.org/entity/Q8050681
"College of Computer Studies, De La Salle University, Manila, Philippines",de la salle university,http://www.wikidata.org/entity/Q1815710
Escola Politécnica Universidade de São Paulo,escola politécnica universidade de são paulo,
"University of Calgary,Department of Computer Science,Calgary,Alberta,Canada",university of calgary,http://www.wikidata.org/entity/Q1067471
"Univ. of Erlangen-Nürnberg (FAU),Machine Learning & Data Analytics,Erlangen,Germany",university of erlangen-nürnberg (fau),http://www.wikidata.org/entity/Q8765
"University Rennes 2,MM2S Lab,Rennes,France",university rennes 2,https://www.wikidata.org/wiki/Q1987282
"FC Red Bull Salzburg Academy,Salzburg,Austria",fc red bull salzburg academy,http://www.wikidata.org/entity/Q184674
"University of Waterloo,Department of Kinesiology,Waterloo,Ontario,Canada",university of waterloo,http://www.wikidata.org/entity/Q1049470
"Mälardalen University,Västerås,Sweden",mälardalen university,http://www.wikidata.org/entity/Q1546159
"Chalmers University of Technology | University of Gothenburg,Gothenburg,Sweden",chalmers university of technology | university of gothenburg,http://www.wikidata.org/entity/Q556
"Korea Institute of Science and Technology, University of Science and Technology, Korea",university of science and technology,http://www.wikidata.org/entity/Q626893
"Coll. of Eng., Trivandrum, India",coll. of eng.,
"U. Nova Lisboa, Madeira-ITI",u. nova lisboa,http://www.wikidata.org/entity/Q659
Madeira-ITI,madeira-iti,
"U. Madeira, Madeira-ITI",u. madeira,
"IST - U. Lisbon, Madeira-ITI",ist - u. lisbon,
U.S. Army Research Laboratory West,u.s. army research laboratory west,http://www.wikidata.org/entity/Q223416
"University of Nevada,Computer Science",university of nevada,http://www.wikidata.org/entity/Q1185955
"University of Nevada,Psychology",university of nevada,http://www.wikidata.org/entity/Q1185955
Nottingham Trent University,nottingham trent university,http://www.wikidata.org/entity/Q2002619
University of the West of Scotland,university of the west of scotland,http://www.wikidata.org/entity/Q1296153
"Ricoh Innovations Corp., 10050 N. Wolfe Road, Suite SW2-260, Cupertino, California 95014",ricoh innovations corp.,http://www.wikidata.org/entity/Q556
"Duke University, 10050 N. Wolfe Road, Suite SW2-260, Cupertino, California 95014",duke university,http://www.wikidata.org/entity/Q168751
"Dept. of Appl. Phys., Osaka Univ., Japan",osaka university,http://www.wikidata.org/entity/Q651233
"Tampere University,Faculty of Information Technology and Communication Sciences,Tampere,Finland",tampere university,http://www.wikidata.org/entity/Q56403399
"Shanghai University,School of Mechatronic Engineering and Automation",shanghai university,http://www.wikidata.org/entity/Q1343386
"Singapore Institute of Technology,Infocomm Technology Cluster",singapore institute of technology,http://www.wikidata.org/entity/Q7523022
"University of North Carolina at Chapel Hill,Department of Computer Science",university of north carolina at chapel hill,http://www.wikidata.org/entity/Q192334
"Nanyang Technological University,School of Computer Science and Engineering",nanyang technological university,http://www.wikidata.org/entity/Q721064
"Qualcomm, San Diego, CA, USA",qualcomm,https://www.wikidata.org/wiki/Q544847
"Indiana Univ., Bloomington, IN, USA",indiana university,http://www.wikidata.org/entity/Q6608367
"Univ. of Delaware, Newark, DE, USA",university of delaware,http://www.wikidata.org/entity/Q1068072
"School of Electronic Science and Engineering, Nanjing University, Jiangsu 210023, China",nanjing university,http://www.wikidata.org/entity/Q683580
"LIGM, École des Ponts, Univ Gustave Eiffel, CNRS",univ gustave eiffel,http://www.wikidata.org/entity/Q65153823
ENS/Inria,ens/inria,
CIIRC CTU,ciirc ctu,http://www.wikidata.org/entity/Q21296301
TU Munich. Germany,tu munich. germany,https://www.wikidata.org/wiki/Q157808
TUM. Google,tum. google,
"Trinity College,Dublin",trinity college,http://www.wikidata.org/entity/Q332342
"Institute for Digital Intermedia Arts [IDIA Lab] at Ball State University, USA",institute for digital intermedia arts [idia lab] at ball state university,http://www.wikidata.org/entity/Q1273279
"“Key Lab of Intelligent Information Processing of Chinese Academy of Sciences(CAS), Institute of Computing Technology, CAS, Bejing, China",“key lab of intelligent information processing of chinese academy of sciences(cas),https://www.wikidata.org/wiki/Q530471
"Qingdao University,School of Computer Science and Technology,Qingdao,China",qingdao university,http://www.wikidata.org/entity/Q82267
"Qingdao School for the Blind,Qingdao,China",qingdao school for the blind,http://www.wikidata.org/entity/Q556
"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA",carnegie mellon university,http://www.wikidata.org/entity/Q190080
"School of Mechanical & Electronic Engineering and Automation, Shanghai University, Shanghai, China, 149 Yan Chang Road, Shanghai 200072, China, Email: eastward@sh163.net",shanghai university,http://www.wikidata.org/entity/Q1343386
"School of Mechanical & Electronic Engineering and Automation, Shanghai University, Shanghai, China, 149 Yan Chang Road, Shanghai 200072, China",shanghai university,http://www.wikidata.org/entity/Q1343386
"Facebook, Inc., Menlo Park, CA, USA",facebook,http://www.wikidata.org/entity/Q355
University Tunku Abdul Rahman,university tunku abdul rahman,http://www.wikidata.org/entity/Q556
University of British Columbia - Okanagan,university of british columbia - okanagan,http://www.wikidata.org/entity/Q556
"Institute of Industrial Science, the University of Tokyo, Japan",the university of tokyo,http://www.wikidata.org/entity/Q7842
"Zhejiang University, Hangzhou, 310027, P.R. China",zhejiang university,http://www.wikidata.org/entity/Q197543
"Microsoft Research, Redmond, WA 98052",microsoft research,http://www.wikidata.org/entity/Q1144725
"University of Washingtong, Seattle, WA 98195",university of washingtong,http://www.wikidata.org/entity/Q556
"Computer Graphics and Interactive Media Lab, Department of Computer Science University of Houston, Houston, TX e-mail: xiaohan@cs.uh.edu",department of computer science university of houston,https://www.wikidata.org/wiki/Q1472358
"Computer Graphics and Interactive Media Lab, Department of Computer Science University of Houston, Houston, TX e-mail: zdeng@cs.uh.edu",department of computer science university of houston,https://www.wikidata.org/wiki/Q1472358
"Graduate School of Informatics, Kyoto University",kyoto university,http://www.wikidata.org/entity/Q336264
"University of Southern California, Los Angeles, California, United States of America",university of southern california,http://www.wikidata.org/entity/Q4614
INESC-ID Lisboa,inesc-id lisboa,
"Victoria University of Wellington,CMIC",victoria university of wellington,http://www.wikidata.org/entity/Q1150437
"Instituto Superior Técnico,ULisboa",instituto superior técnico,http://www.wikidata.org/entity/Q1636837
Memorial Sloan Kettering Cancer Center,memorial sloan kettering cancer center,http://www.wikidata.org/entity/Q1808012
"Tsinghua University,BIMSA",tsinghua university,http://www.wikidata.org/entity/Q16955
"Tsinghua University,BNRist",tsinghua university,http://www.wikidata.org/entity/Q16955
"Zhejiang University of Technology,China",zhejiang university of technology,http://www.wikidata.org/entity/Q986087
"Max Planck Inst. for Biol. Cybern., Reutlingen Univ., Reutlingen, Germany",reutlingen university,http://www.wikidata.org/entity/Q317125
"Max Planck Inst. for Biol. Cybern., TuÂ¨bingen, Germany",max planck institute for biol. cybern.,http://www.wikidata.org/entity/Q8765
"School of Integrative and Global Majors, University of Tsukuba, Japan",university of tsukuba,http://www.wikidata.org/entity/Q743615
Ravensburg-Weingarten University,ravensburg-weingarten university,
"Dept. of Electrical and Computer Engineering, University of British Columbia, BC, Canada",university of british columbia,http://www.wikidata.org/entity/Q391028
"Dept. of Computer Science, University of Saskatchewan, SK, Canada",university of saskatchewan,http://www.wikidata.org/entity/Q1514848
U of São Paulo,u of são paulo,
Fed. U of ABC,fed. u of abc,http://www.wikidata.org/entity/Q184674
U of Saskatchewan,u of saskatchewan,http://www.wikidata.org/entity/Q5094511
Fed. U of São Carlos,fed. u of são carlos,http://www.wikidata.org/entity/Q184674
U of British Columbia,u of british columbia,http://www.wikidata.org/entity/Q556
"Visualization and Computer Graphics (VisCG) Research Group, Department of Computer Science, Westälische Wilhelms-Universität Münster. e-mail: fsteini@math.uni-muenster.de",westälische wilhelms-universität münster. e-mail: fsteini@math.uni-muenster.de,http://www.wikidata.org/entity/Q556
"Visualization and Computer Graphics (VisCG) Research Group, Department of Computer Science, Westälische Wilhelms-Universität Münster. e-mail: ropinski@math.uni-muenster.de",westälische wilhelms-universität münster. e-mail: ropinski@math.uni-muenster.de,http://www.wikidata.org/entity/Q556
"Visualization and Computer Graphics (VisCG) Research Group, Department of Computer Science, Westälische Wilhelms-Universität Münster. e-mail: g_brud01@math.uni-muenster.de",westälische wilhelms-universität münster. e-mail: g_brud01@math.uni-muenster.de,http://www.wikidata.org/entity/Q556
"Visualization and Computer Graphics (VisCG) Research Group, Department of Computer Science, Westälische Wilhelms-Universität Münster. e-mail: khh@math.uni-muenster.de",westälische wilhelms-universität münster. e-mail: khh@math.uni-muenster.de,http://www.wikidata.org/entity/Q556
"University of Saskatchewan, SK, Canada",university of saskatchewan,http://www.wikidata.org/entity/Q1514848
"Complex Information Science Field, Future University Hakodate, Hakodate, Japan",future university hakodate,http://www.wikidata.org/entity/Q835738
"Envision Center for Data Perceptualization, Purdue University, 128 Memorial Mall, West Lafayette, IN 47906, USA, e-mail: edorjgo@purdue.edu",purdue university,http://www.wikidata.org/entity/Q217741
"Envision Center for Data Perceptualization, Purdue University, 128 Memorial Mall, West Lafayette, IN 47906, USA, e-mail: bertoline@purdue.edu",purdue university,http://www.wikidata.org/entity/Q217741
"Envision Center for Data Perceptualization, Purdue University, 128 Memorial Mall, West Lafayette, IN 47906, USA, e-mail: larns@purdue.edu",purdue university,http://www.wikidata.org/entity/Q217741
"Envision Center for Data Perceptualization, Purdue University, 128 Memorial Mall, West Lafayette, IN 47906, USA, e-mail: pizlo@psych.purdue.edu",purdue university,http://www.wikidata.org/entity/Q217741
"Envision Center for Data Perceptualization, Purdue University, 128 Memorial Mall, West Lafayette, IN 47906, USA, e-mail: dunlops@purdue.edu",purdue university,http://www.wikidata.org/entity/Q217741
"Immersive Media Group (IMG), Department of Computer Science, University of Würzburg",university of würzburg,http://www.wikidata.org/entity/Q161976
"Arts et Métiers ParisTech - CNRS Le2i, Institut Image, France",arts et métiers paristech - cnrs le2i,http://www.wikidata.org/entity/Q556
"NVIDIA Corporation, University of California e-mail: eklein@nvidia.com",university of california e-mail: eklein@nvidia.com,https://www.wikidata.org/wiki/Q184478
Mississippi State University e-mail: swan@acm.org.,mississippi state university e-mail: swan@acm.org.,http://www.wikidata.org/entity/Q1273279
"SPADAC Inc. Naval Research Laboratory, e-mail: gsschmidt1@yahoo.com",spadac incorporated naval research laboratory,http://www.wikidata.org/entity/Q184674
Naval Research Laboratory e-mail: markl@itd.nrl.navy.mil.,naval research laboratory e-mail: markl@itd.nrl.navy.mil.,http://www.wikidata.org/entity/Q223416
"University of Rostock, University of California, e-mail: staadt@acm.org.",university of rostock,http://www.wikidata.org/entity/Q159895
"Ecole Centrale de Nantes, AAU, Inria Hybrid",ecole centrale de nantes,http://www.wikidata.org/entity/Q273458
"IRISA, CNRS, Inria, Univ. Rennes",university rennes,https://www.wikidata.org/wiki/Q1987282
"University of Nottingham,Mixed Reality Lab, Computer Science",university of nottingham,http://www.wikidata.org/entity/Q472316
Department of Computer Science University of North Carolina at Chapel Hill and Tsinghua University,department of computer science university of north carolina at chapel hill and tsinghua university,https://www.wikidata.org/wiki/Q192334
"Inst. of Comput. Sci., Hebrew Univ., Jerusalem, Israel",hebrew university,http://www.wikidata.org/entity/Q174158
"School of Engineering, Tohoku University",tohoku university,http://www.wikidata.org/entity/Q1062129
"Graduate School of Information Sciences, Tohoku University",tohoku university,http://www.wikidata.org/entity/Q1062129
"Computer Graphics Lab, Software School, Fudan University, China. zdjiang@fudan.edu.cn",fudan university,http://www.wikidata.org/entity/Q495015
"Computer Graphics Lab, Software School, Fudan University, China",fudan university,http://www.wikidata.org/entity/Q495015
"Computer Graphics Lab, Software School, Fudan University, China. byzang@fudan.edu.cn",fudan university,http://www.wikidata.org/entity/Q495015
"Graduate Sch. of Eng. Sci., Osaka Univ., Japan",osaka university,http://www.wikidata.org/entity/Q651233
"IMAGINE Université Paris-Est and INRIA Rhône-Alpes / LJK, Grenoble, France",imagine université paris-est and inria rhône-alpes / ljk,http://www.wikidata.org/entity/Q556
"IMAGINE Université Paris-Est, CSTB, Sophia-Antipolis, France",imagine université paris-est,
"University of Houston,ECMOS Lab,ECE Department",university of houston,http://www.wikidata.org/entity/Q1472358
"Beihang University,School of Computer Science and Engineering",beihang university,http://www.wikidata.org/entity/Q2299797
"University of Sydney,FSA Lab, School of Computer Science",university of sydney,http://www.wikidata.org/entity/Q487556
"Simon Fraser University, School of Interactive Arts + Technology, BC, Canada",simon fraser university,http://www.wikidata.org/entity/Q201603
The Univeristy of Hong Kong,the univeristy of hong kong,http://www.wikidata.org/entity/Q556
"Computer Science, Purdue University, West Lafayette, US",purdue university,http://www.wikidata.org/entity/Q217741
"Purdue University,West Lafayette,Indiana,U.S",purdue university,http://www.wikidata.org/entity/Q217741
"Beihang University, Peng Cheng Laboratory",beihang university,http://www.wikidata.org/entity/Q2299797
MPI Informatics,mpi informatics,
TU Kaiserslautern; DFKI Kaiserslautern; NUST Pakistan,tu kaiserslautern; dfki kaiserslautern; nust pakistan,https://www.wikidata.org/wiki/Q678965
TU Kaiserslautern; DFKI Kaiserslautern,tu kaiserslautern; dfki kaiserslautern,https://www.wikidata.org/wiki/Q678965
DFKI Kaiserslautern; UPM Saudi Arabia,dfki kaiserslautern; upm saudi arabia,https://www.wikidata.org/wiki/Q678965
MPII Saarland,mpii saarland,http://www.wikidata.org/entity/Q8765
"Department of Computer Science and Engineering POSTECH Pohang, Republic of Korea",department of computer science and engineering postech pohang,http://www.wikidata.org/entity/Q556
"Research Center for Advanced Science and Technology, The University of Tokyo",the university of tokyo,http://www.wikidata.org/entity/Q7842
"University of Wurzburg, Germany",university of wurzburg,http://www.wikidata.org/entity/Q161976
"University of Cologne, Germany",university of cologne,http://www.wikidata.org/entity/Q54096
"TH Koln, Germany",th koln,http://www.wikidata.org/entity/Q54166
"Indian Inst. of Technol., Kanpur, Kanpur, India",indian institute of technology,http://www.wikidata.org/entity/Q622358
"Indian Inst. of Technol., Delhi, Delhi, India",indian institute of technology,http://www.wikidata.org/entity/Q622358
"Department of Electrical and Computer Engineering, Northsouth University Dhaka, Bangladesh",northsouth university dhaka,http://www.wikidata.org/entity/Q556
"Department of Computer Science and Engineering, Primeasia University Dhaka, Bangladesh",primeasia university dhaka,http://www.wikidata.org/entity/Q556
The University of Tokyo / JST PREST,the university of tokyo / jst prest,https://www.wikidata.org/wiki/Q7842
"Department of Computer Science and Engineering, University of Minnesota Twin Cities, Minneapolis, USA",university of minnesota twin cities,http://www.wikidata.org/entity/Q238101
"Department of Computer Science, University of Würzburg, Germany",university of würzburg,http://www.wikidata.org/entity/Q161976
UAS Hamburg,uas hamburg,http://www.wikidata.org/entity/Q556
School of Computing,school of computing,http://www.wikidata.org/entity/Q26220551
Department of Psychology,department of psychology,http://www.wikidata.org/entity/Q35230931
"Inria,Rennes",inria,http://www.wikidata.org/entity/Q1146208
"Univ Rennes,Inria, M2S,Rennes",univ rennes,http://www.wikidata.org/entity/Q459026
"University of Utah,USA",university of utah,http://www.wikidata.org/entity/Q168515
"Vanderbilt University,USA",vanderbilt university,http://www.wikidata.org/entity/Q29052
"MINES ParisTech, PSL Research University, France",psl research university,http://www.wikidata.org/entity/Q1163431
"CEN Stimco, France",cen stimco,
"Broca hospital, Université Paris Descartes, France",université paris descartes,http://www.wikidata.org/entity/Q20723382
"MINES ParisTech, PSL Research University, CEN Stimco, France",psl research university,http://www.wikidata.org/entity/Q1163431
"Department of Digital Media, UAS Upper Austria",department of digital media,http://www.wikidata.org/entity/Q94973103
"Julius-Maximilians-Universitat Würzburg,Human-Computer Interaction,Germany",julius-maximilians-universitat würzburg,http://www.wikidata.org/entity/Q161976
"Dept. de Expresion Grafica en Arquitectura e Ing., Univ. de La Laguna, La Laguna, Spain",university de la laguna,
"Inst. de Investig. en Bioingenieria y Tecnol. Orientada, al Ser Humano (I3BH), Univ. Politec. de Valencia, Valencia, Spain",university politec. de valencia,http://www.wikidata.org/entity/Q27210
"Eng. Design Graphics, Texas A&M Univ., College Station, TX, USA",texas a&m university,http://www.wikidata.org/entity/Q49212
"Dept. of Energy & Environ. Eng., Zhongyuan Univ. of Technol., Zhengzhou, China",zhongyuan university of technology,http://www.wikidata.org/entity/Q8070992
"Telecommun. Software & Multimedia Lab, Helsinki Univ. of Technol., Finland",helsinki university of technology,http://www.wikidata.org/entity/Q1646874
"Inner Mongolia University for Nationalities,College of Computer Science and Technology,Tongliao,China",inner mongolia university for nationalities,http://www.wikidata.org/entity/Q22101558
Florida Institute of Technology,florida institute of technology,http://www.wikidata.org/entity/Q3152650
"Flinders Univ. of South Australia, Adelaide, SA, Australia",flinders university of south australia,http://www.wikidata.org/entity/Q15575
The Flinders University of South Australia,the flinders university of south australia,http://www.wikidata.org/entity/Q556
"Maryland Univ., Baltimore, MD, USA",maryland university,http://www.wikidata.org/entity/Q14692174
"Jet Propulsion Laboratory, USA",jet propulsion laboratory,http://www.wikidata.org/entity/Q189325
"Technique Dev. Center, Southwest China Inst. of Electron. Technol., Sichuan",southwest china institute of electron. technology,http://www.wikidata.org/entity/Q556
"Cray Research Inc, c/o JPL, Pasadena, CA",cray research inc,http://www.wikidata.org/entity/Q144060
"Canadian Space Agency, Space Technologies",canadian space agency,http://www.wikidata.org/entity/Q212227
"Center for Comput. Sci. & E-Syst., Japan Atomic Energy Agency, Kashiwa, Japan",center for computing science & e-syst.,
Indiana University Purdue University Indianapolis,indiana university purdue university indianapolis,http://www.wikidata.org/entity/Q1433199
"Ohio Supercomput. Center, OH, USA",ohio supercomputing center,http://www.wikidata.org/entity/Q556
"Infervision Medical Technology Co., Ltd.,Beijing,China",ltd.,http://www.wikidata.org/entity/Q6832945
"Department of Electronics and Computer Eng., Chonnam National University, 500-757 Gwangju, Korea, iamtina@paran.com",chonnam national university,http://www.wikidata.org/entity/Q494681
"Department of Electronics and Computer Eng., Chonnam National University, 500-757 Gwangju, Korea",chonnam national university,http://www.wikidata.org/entity/Q494681
"Department of Electronics and Computer Eng., Chonnam National University, 500-757 Gwangju, Korea, gslee@chonnam.chonnam.ac.kr",chonnam national university,http://www.wikidata.org/entity/Q494681
"Department of Electronics and Computer Eng., Chonnam National University, 500-757 Gwangju, Korea; Electronics and Telecommunications Research Institute, Daejon, Korea",chonnam national university,http://www.wikidata.org/entity/Q494681
"Tata Consultancy Services, Bombay, India",tata consultancy services,http://www.wikidata.org/entity/Q13227919
"ACCMS, Kyoto University, Yoshida Honmachi, Kyoto 606-8501 Japan. ozeki@media.kyoto-u.ac.jp",kyoto university,http://www.wikidata.org/entity/Q336264
"ACCMS, Kyoto University, Yoshida Honmachi, Kyoto 606-8501 Japan. yuichi@media.kyoto-u.ac.jp",kyoto university,http://www.wikidata.org/entity/Q336264
"Dept. of Comput. Sci., Monash Univ., Clayton, Vic., Australia",monash university,http://www.wikidata.org/entity/Q598841
"Fac. of Mech. Eng., Technion, Haifa, Israel",fac. of mech. eng.,http://www.wikidata.org/entity/Q556
Weizmann Institute of Science,weizmann institute of science,http://www.wikidata.org/entity/Q4182
"INRIA Rhône-Alpes, FRANCE",inria rhône-alpes,http://www.wikidata.org/entity/Q556
"Dept. of Mech. & Autom. Eng., Chinese Univ. of Hong Kong, Shatin, Hong Kong",chinese university of hong kong,http://www.wikidata.org/entity/Q15570
"Div. of Appl. Math., Brown Univ., Providence, RI, USA",brown university,http://www.wikidata.org/entity/Q49114
"Chinese Academy of Sciences, P.R. China",chinese academy of sciences,http://www.wikidata.org/entity/Q530471
"Computer Engineering, PAHER University, Udaipur, Rajasthan, India",paher university,http://www.wikidata.org/entity/Q556
"JSPM's Jayawant Technical Campus, Sawitribai Phule Pune University, India",sawitribai phule pune university,http://www.wikidata.org/entity/Q1273279
ITC-irst,itc-irst,http://www.wikidata.org/entity/Q3788879
"Dept. de Cienc. de la Energia y Mec., Univ. de las Fuerzas Armadas ESPE, Sangolquí, Ecuador",university de las fuerzas armadas espe,
"Department of mechanical engineering, Nazarbayev University, Astana, Kazakhstan",nazarbayev university,http://www.wikidata.org/entity/Q2783344
Mazda Motor Corporation,mazda motor corporation,http://www.wikidata.org/entity/Q35996
"University of Siena, Italy",university of siena,http://www.wikidata.org/entity/Q1245999
"IRISA, CNRS Univ Rennes Inria, France",cnrs univ rennes inria,
"Istituto Italiano di Tecnologia, University of Siena, Italy",university of siena,http://www.wikidata.org/entity/Q1245999
"Institute of Microelectronic Systems, Leibniz University of Hannover, Germany, zhang@ims.uni-hannover.de",leibniz university of hannover,http://www.wikidata.org/entity/Q678982
"Institute of Microelectronic Systems, Leibniz University of Hannover, Germany, olbrich@ims.uni-hannover.de",leibniz university of hannover,http://www.wikidata.org/entity/Q678982
"Qimonda AG, David.Seider@qimonda.com",qimonda ag,http://www.wikidata.org/entity/Q682533
"Qimonda AG, Martin.Frerichs@qimonda.com",qimonda ag,http://www.wikidata.org/entity/Q682533
"Infineon Technologies AG, Harald.Kinzelbach@infineon.com",infineon technologies ag,http://www.wikidata.org/entity/Q311394
"Institute of Microelectronic Systems, Leibniz University of Hannover, Germany, barke@ims.uni-hannover.de",leibniz university of hannover,http://www.wikidata.org/entity/Q678982
"CNRS, Lyon, France",cnrs,http://www.wikidata.org/entity/Q30284428
"JST, Univ. of Tokyo, Tokyo, Japan",university of tokyo,http://www.wikidata.org/entity/Q7842
"Beijing University of Technology, National Key Laboratory of Science and Technology on Test Physics & Numerical Mathematics,Beijing,China",beijing university of technology,http://www.wikidata.org/entity/Q1674548
Xi’an Research Institute of High Technology,xi’an research institute of high technology,http://www.wikidata.org/entity/Q556
"University of Missouri,Department of Electrical Engineering and Computer Science,Columbia,MO,USA,65211",university of missouri,http://www.wikidata.org/entity/Q579968
UNIVALI – Campus Kobrasol,univali – campus kobrasol,
NAVER LABS,naver labs,http://www.wikidata.org/entity/Q81486397
"Fudan University, China,School of Information Science and Technology,Shanghai,China",fudan university,http://www.wikidata.org/entity/Q495015
"Fudan University, China,Academy for Engineering and Technology,Shanghai,China",fudan university,http://www.wikidata.org/entity/Q495015
"Oklahoma State University, USA",oklahoma state university,http://www.wikidata.org/entity/Q749718
"Network Dynamics & Simulation Science Laboratory, Virginia Bioinformatics Institute",network dynamics & simulation science laboratory,http://www.wikidata.org/entity/Q36496
Universidade Federal de Minas Gerais,universidade federal de minas gerais,http://www.wikidata.org/entity/Q132140
"Dipartimento di Inf. e Sistemistica, Pavia Univ., Italy",pavia university,http://www.wikidata.org/entity/Q219317
"Universal Communication Research Institute, National Institute of Information and Communications Technology (UCRI, NICT),Advanced Reality Technology Laboratory",universal communication research institute,http://www.wikidata.org/entity/Q36496
